chunk_id	source	page	category	content
41	Lavander_Vanilia.md		Product_Catalog	Product name: Lavander Vanilia  Category: Scented Candle  Main Scents: Lavender, Vanilla, Tonka Bean, Soft Musk.  Season: Year-round / Autumn (với thiết kế nắp chủ đề tạ ơn/thu hoạch)  Fragrance Family: Floral / Gourmand / Sweet  Scent Profile: A classic, comforting, and deeply soothing fragrance that harmoniously blends herbaceous florals with a warm, creamy sweetness. The scent profile opens with the fresh, aromatic, and calming essence of Lavender. It beautifully transitions into a rich, smooth, and warm heart of sweet Vanilla and subtle Tonka Bean, settling into a soft, cozy musk finish that wraps the room in comfort.  Customer Perception: Customers perceive this candle as a timeless, peaceful, and comforting scent. The combination of lavender and vanilla is highly praised for not being overly medicinal or excessively sweet, but rather perfectly balanced. It is widely viewed as a go-to candle for winding down, reducing anxiety, and creating a cozy, homey atmosphere.  Suitable For: Bedrooms, bathrooms (for a relaxing bath), evening wind-down routines, reading spaces, and gifting during the fall or Thanksgiving season due to the festive lid design.  Mood: Calming, cozy, comforting, peaceful, relaxing, warm.  Technical Specifications: - Brand: Delight Candles - Color: Purple Jar with an illustrated decorative lid ("So Thankful" pumpkin/sunflower motif) - Material: Soy Wax Blend - Weight: 12 oz  Best For: Promoting better sleep, stress relief after work, creating a cozy autumnal ambiance, and seasonal home decoration.  Keywords: lavender candle, vanilla scented candle, lavender vanilla, calming candle, relaxation aromatherapy, cozy fragrance, soy wax blend, Delight candles, fall decor candle, sweet floral scent  Vietnamese Keywords:nến thơm hoa oải hương, nến thơm hương vani, nến thơm oải hương vani, nến thơm thư giãn, nến thơm dễ ngủ, hương thơm giảm stress, nến thơm Delight Candles, nến thơm mùa thu, trang trí nhà cửa, nến thơm ấm áp.
42	Lumos_And_Cucumber.md		Product_Catalog	Product name: Lumos And Cucumber  Category: Reed Diffuser (Tinh dầu tán hương cắm que)  Main Scents: Bạch đàn (Eucalyptus), Bạc hà (Peppermint), Hoa nhài (Jasmine), Trà trắng (White Tea), Gỗ tuyết tùng (Cedarwood). (Dòng sản phẩm khuếch tán cơ bản của Lumos thường tập trung vào các nhóm hương tươi mát, thảo mộc hoặc hoa cỏ thư giãn).  Season:Year-round (Quanh năm)  Fragrance Family: Fresh / Herbal / Floral  Scent Profile: A clean, refreshing, and airy fragrance profile designed for continuous scent throw without heat. It opens with crisp, invigorating herbal notes of eucalyptus and mint, transitions into a delicate, clean heart of white tea and jasmine, and settles into a light, grounding base of sheer woods. It mimics the fresh, welcoming ambiance of a luxury spa or a boutique hotel lobby.  Customer Perception: Customers perceive this product as an elegant, hassle-free alternative to candles. The scent distribution is seen as constant, subtle, and non-overwhelming. The aesthetic design—characterized by the clean white bottle and black ribbon—is highly praised for serving as a beautiful piece of minimal home decor.  Suitable For: Living rooms, entryways/foyers, bathrooms, walk-in closets, office desks, and areas where open flames (candles) are not permitted or safe.  Mood: Fresh, relaxing, clean, welcoming, elegant, serene.  Technical Specifications: - Brand: Lumos - Material: Liquid Fragrance Oil / Essential Oil Blend (housed in a ceramic/glass glossy white bottle with a wooden stopper and a black decorative ribbon) - Color: White bottle with a black bow - Weight: Typically 100ml - 150ml (Standard Reed Diffuser size)  Best For: Continuous, effortless room scenting, neutralizing bathroom odors, welcoming guests in the entryway, and minimalist home decoration.  Keywords: reed diffuser, liquid air freshener, Lumos diffuser, continuous fragrance, fresh scent, home fragrance, white tea diffuser, minimal home decor, room deodorizer, oil diffuser with sticks  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu khuếch tán Lumos, nước hoa để phòng, tinh dầu thơm phòng, Lumos Reed Diffuser, hương thơm spa, trang trí phòng khách, tinh dầu không đốt, khử mùi phòng vệ sinh.
43	Lumos_Cajeput.md		Product_Catalog	Product name: Lumos Cajeput  Category: Essential Oil  Main Scents: Xông Cảm (Cold/Flu Relief Blend), Sả Chanh (Lemongrass), Bạc Hà (Peppermint), Tràm Gió (Cajeput).  Season: Year-round (Particularly beneficial during cold, rainy seasons or seasonal transitions).  Fragrance Family: Herbal / Camphorous / Fresh  Scent Profile: A collection of pure herbal fragrances from Vietnamese nature designed for therapeutic purposes. - Sả Chanh (Lemongrass) & Bạc Hà (Peppermint): Deliver crisp, invigorating, and sharp herbal notes that purify the indoor air and awaken the senses. - Xông Cảm (Cold Relief) & Tràm Gió (Cajeput): Feature warm, rich, and medicinal notes characteristic of traditional steaming leaves (such as eucalyptus, cajuput, and ginger), providing a comforting sensation for the respiratory system when body fatigue sets in.  Customer Perception: Customers highly praise this collection for its authentic, true-to-nature herbal fragrances, which evoke a professional spa or traditional wellness center environment. It is widely trusted by families with elderly members or young children to support respiratory health and naturally repel insects.  Suitable For: Aromatherapy diffusers, humidifiers, bath water infusion, facial steaming, or diluted body massage (specifically for the Cajeput oil). It fits perfectly in bedrooms, living rooms, bathrooms, and home spa spaces.  Mood: Therapeutic, refreshing, healing, calming, warm.  Technical Specifications: - Brand: Natural Lumos - Material: 100% Pure Essential Oil (Natural extract, Made in Vietnam). - Color: Dark amber glass bottle (designed for UV protection) with a rustic kraft paper label. - Weight:50ml per bottle.  Best For: Room deodorizing, naturally repelling mosquitoes and insects (especially Lemongrass and Peppermint), relieving symptoms of cold and nasal congestion, purifying the air, and promoting mental relaxation.  Keywords: essential oil set, pure essential oil, lemongrass oil, peppermint essential oil, cajeput oil, cold relief oil, natural air freshener, Lumos essential oil, aromatherapy oil, 50ml essential oil  Vietnamese Keywords: tinh dầu nguyên chất, tinh dầu thiên nhiên, tinh dầu Lumos, tinh dầu sả chanh, tinh dầu bạc hà, tinh dầu tràm gió, tinh dầu xông cảm, tinh dầu đuổi muỗi, xông phòng giải cảm, tinh dầu thiên nhiên Việt Nam.
44	Lumos_cold.md		Product_Catalog	Product name: Lumos cold  Category: Essential Oil  Main Scents: Lemongrass, Ginger, Grapefruit Peel, Mint, Rosemary.  Season: Autumn / Winter (Extremely beneficial during wet seasons, cold weather, or seasonal transitions).  Fragrance Family: Herbal / Camphorous / Warm Spicy  Scent Profile: A powerful, traditional therapeutic blend rooted in Vietnamese herbal remedies. It opens with the sharp, crisp top notes of refreshing mint and aromatic lemongrass. The fragrance quickly deepens into a warm, grounding heart of spicy ginger and fresh rosemary, rounded out by the bright, clean, medicinal undertone of citrus oils like grapefruit peel to provide instant sensory comfort.  Customer Perception: Customers perceive this product as an incredibly reliable, deeply comforting remedy for body fatigue and respiratory discomfort. It is highly valued for smelling exactly like a fresh pot of traditional boiling herbs used for medicinal steaming in Vietnamese households. It leaves users feeling safe, physically warmed, and thoroughly decongested.  Suitable For: Aromatherapy room diffusers, herbal steam inhalation, adding to warm bathwater, facial steaming routines, or clarifying indoor spaces during cold and flu seasons.  Mood: Therapeutic, healing, warm, grounding, comforting.  Technical Specifications: - Brand: Natural Lumos - Material: 100% Pure Essential Oil (Natural extract blend, Made in Vietnam). - Color: Dark amber glass bottle for optimal UV ray protection, paired with a rustic kraft paper label. - Weight: 50ml.  Best For: Relieving nasal congestion, soothing cold and flu symptoms, warming up physical living spaces, eliminating musty room odors, and mental relaxation during fatigue.  Keywords: cold relief oil, herbal essential oil, therapeutic blend, ginger essential oil, lemongrass mint, warm fragrance, natural air purifier, Lumos essential oil, aromatherapy blend, 50ml essential oil  Vietnamese Keywords: tinh dầu xông cảm, tinh dầu thiên nhiên, tinh dầu nguyên chất, tinh dầu giải cảm, tinh dầu thảo mộc, xông phòng giải cảm, tinh dầu gừng sả, tinh dầu Lumos xông cảm, xông mũi họng, tinh dầu ấm áp.
45	Lumos_Honeydrew_And_Coconut.md		Product_Catalog	Product name: Lumos Honeydrew And Coconut  Category: Reed Diffuser  Main Scents: Honeydew Melon, Coconut Milk, Vanilla, Soft Musk, Sheer Florals.  Season: Summer / Spring  Fragrance Family: Fruity / Tropical / Sweet  Scent Profile: A bright, delicious, and distinctly tropical fragrance profile that balances luscious fruitiness with creamy warmth. It opens with the refreshing, watery sweetness of ripe honeydew melon. The heart unfolds into a rich, velvety layer of smooth coconut milk and a hint of sheer tropical blossoms, all resting comfortably on a warm, comforting base of sweet vanilla and soft musk for a smooth and enduring finish.  Customer Perception: Customers perceive this reed diffuser as a highly uplifting, sweet, and comforting aroma. It is frequently described as smelling like an upscale tropical resort or a sweet melon dessert. Users appreciate that it brings a bright, summery vibe indoors without being overly harsh or artificial, offering a smooth and consistent background scent throw.  Suitable For: Living rooms, sunny kitchens, guest bathrooms, beach houses, apartment entryways, and any workspace needing a bright, cheerful sensory boost.  Mood: Cheerful, sunny, relaxing, sweet, tropical, refreshing.  Technical Specifications: - Brand: Lumos Co. - Material: Liquid Fragrance & Essential Oil Blend (housed in a heavy clear glass square bottle with a shiny metallic - silver cap). - Color: Light gold/yellow liquid. - Weight:100ml.  Best For: Creating a welcoming, summery indoor ambiance, neutralizing everyday room odors continuously without flames, gifting for lovers of gourmand/fruity profiles, and complementing modern minimal room styles.  Keywords: honeydew diffuser, coconut reed diffuser, tropical fragrance oil, sweet room scent, melon scented oil, continuous air freshener, Lumos Co diffuser, summer home fragrance, fruity room deodorizer, 100ml reed diffuser  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu dưa lưới dừa, nước hoa để phòng, tinh dầu Lumos Co, hương thơm nhiệt đới, dưa lưới và dừa nhạt, tinh dầu thơm phòng, hương ngọt ngào mùa hè, khử mùi phòng khách.
46	Lumos_Juicy_Peach.md		Product_Catalog	Product name: Lumos Juicy Peach  Category: Reed Diffuser  Main Scents: Bulgarian Rose, Pink Peony, White Musk, Soft Amber, Vanilla Berry.  Season:Spring / Summer  Fragrance Family: Floral / Soft Rosy  Scent Profile: A delicate, romantic, and beautifully elegant floral fragrance. It opens with the fresh, dew-kissed top notes of premium Bulgarian rose and blooming pink peonies. The scent body evolves into a gentle, powdery blend of sheer white petals, eventually settling into a smooth, warm base of creamy vanilla berry and soft amber that leaves a sophisticated, comforting trailing aroma.  Customer Perception: Customers perceive this diffuser as an incredibly gentle, feminine, and high-end floral scent. It is highly praised for capturing the true, non-synthetic essence of a fresh bouquet of roses without being cloying or causing headaches. The soft pastel pink bottle paired with the cream-gold ribbon bow makes it a popular choice for aesthetic room makeovers and vanity table decor.  Suitable For: Bedrooms, dressing rooms, walk-in closets, home offices, vanity tables, and elegant restrooms.  Mood: Romantic, elegant, soft, serene, feminine, comforting.  Technical Specifications: - Brand: Lumos - Material: Liquid Fragrance Oil & Pure Essential Oils (housed in a glossy pastel pink glass/ceramic bottle with a wooden stopper and a cream-colored decorative ribbon bow). - Color: Pastel Pink. - Weight: Typically 100ml - 150ml.  Best For: Adding a continuous, romantic floral ambiance to personal spaces, refreshing bedrooms effortlessly without flames, gifting on anniversaries or Valentine's Day, and enhancing pastel-themed room aesthetics.  Keywords: rose reed diffuser, peony room fragrance, floral diffuser sticks, continuous room scent, elegant home fragrance, Lumos pink diffuser, romantic home scent, aesthetic room deodorizer, liquid air freshener, 100ml flower diffuser  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu hoa hồng, tinh dầu Lumos hồng, nước hoa để phòng, hương hoa mẫu đơn, tinh dầu thơm phòng ngủ, tinh dầu không đốt, khuếch tán hương thơm, trang trí phòng ngủ.
47	Lumos_Lemongrass.md		Product_Catalog	Product name: Lumos Lemongrass  Category: Essential Oil  Main Scents: Lemongrass, Citrus, Herbaceous Green Notes.  Season: Summer / Spring (Extremely popular during the rainy season or high-mosquito periods).  Fragrance Family: Citrus / Herbal / Fresh  Scent Profile: A clean, sharp, and highly invigorating single-note botanical fragrance. It opens with a powerful burst of crisp, tart citrus notes closely resembling fresh lemon zest. The body reveals a deeply aromatic, green, and slightly earthy herbaceous profile that cuts through indoor air, finishing with a lingering, clean botanical crispness that completely revives the atmosphere.  Customer Perception: Customers perceive this product as an incredibly fresh, authentic, and hardworking natural air purifier. It is highly valued for its crisp, clean scent profile that instantly eliminates strong room odors (like cooking or pet smells). Users appreciate that it delivers a real, pure botanical kick without any synthetic chemical undertones, making the home smell like a clean, professional spa.  Suitable For: Aromatherapy room diffusers, electronic humidifiers, bathroom deodorizing, natural bug-repellent sprays, floor-cleaning water mixtures, and kitchen freshening.  Mood: Energizing, refreshing, purifying, uplifting, clean.  Technical Specifications: - Brand: Natural Lumos - Material: 100% Pure Essential Oil (Natural plant extract, Made in Vietnam). - Color: Dark amber glass bottle for optimal UV ray protection, paired with a rustic kraft paper label. - Weight: 50ml per bottle.  Best For: Repelling mosquitoes and insects naturally, neutralizing strong indoor odors, boosting focus and daytime energy, and clarifying heavy or stuffy air.  Keywords: lemongrass essential oil, pure lemongrass, citrus oil, natural insect repellent, bug spray oil, refreshing room scent, aromatic essential oil, Lumos lemongrass, spa aromatherapy, 50ml pure oil  Vietnamese Keywords: tinh dầu sả chanh, tinh dầu thiên nhiên, tinh dầu đuổi muỗi, tinh dầu nguyên chất, tinh dầu sả chanh Lumos, xông phòng khử mùi, tinh dầu thơm phòng, tinh dầu đuổi côn trùng, tinh dầu nguyên chất 50ml, tinh dầu xông phòng.
48	Lumos_menthol.md		Product_Catalog	Product name: Lumos menthol  Category: Essential Oil  Main Scents: Peppermint, Menthol, Crisp Herbal Green Notes.  Season: Summer / Spring (Extremely refreshing during hot weather or for morning wake-up routines).  Fragrance Family: Fresh / Minty / Herbal  Scent Profile: An intensely crisp, sharp, and icy single-note botanical fragrance. It opens with an immediate, powerful blast of cooling menthol that instantly opens up the senses. The body reveals a clean, piercing, and highly refreshing green herbaceous profile, finishing with a lingering, sweet balsamic crispness that leaves the air feeling completely chilled and purified.  Customer Perception: Customers perceive this product as an incredibly potent, cooling, and energizing natural air freshener. It is highly valued for its ability to provide an instant mental wake-up call, ease head tension, and cool down the ambient temperature feeling of a room. Users love using it in the morning or during work hours to boost alertness and wipe out stuffy or stale room odors.  Suitable For: Aromatherapy room diffusers, electronic humidifiers, morning shower steam routines, focus-heavy workspaces, gym or yoga rooms, and natural cooling body mist blends.  Mood: Energizing, cooling, refreshing, clarifying, sharp, invigorating.  Technical Specifications: - Brand: Natural Lumos - Material: 100% Pure Essential Oil (Natural plant extract, Made in Vietnam). - Color: Dark amber glass bottle for optimal UV ray protection, paired with a rustic kraft paper label. - Weight: 50ml per bottle.  Best For: Boosting mental focus and daytime productivity, relieving nasal congestion, creating an instantly cooling indoor vibe during hot summer days, and neutralizing musty odors.  Keywords: peppermint essential oil, pure peppermint, menthol oil, cooling room scent, energizing aromatherapy, crisp mint fragrance, natural air purifier, Lumos peppermint, refreshing essential oil, 50ml pure oil  Vietnamese Keywords: tinh dầu bạc hà, tinh dầu thiên nhiên, tinh dầu nguyên chất, tinh dầu bạc hà Lumos, tinh dầu xông phòng, hương thơm mát lạnh, tinh dầu giảm stress, tinh dầu thơm phòng, tinh dầu thiên nhiên 50ml, khử mùi phòng làm việc.
49	Lumos_Midnight_sandalwood.md		Product_Catalog	Product name: Lumos Midnight sandalwood  Category: Reed Diffuser  Main Scents: Dark Rose, Oud Wood, Sandalwood, Patchouli, Velvet Musk. (Lumos's premium black collection traditionally highlights deep, mysterious, woody-floral notes).  Season: Autumn / Winter  Fragrance Family: Woody / Oriental / Dark Floral  Scent Profile: A deep, rich, and mysterious ambient fragrance designed for continuous luxury scenting. It opens with the velvety, dramatic top notes of blooming midnight roses and warm spices. The scent profile quickly shifts into a highly sophisticated, grounding heart of rare oud wood and earthy patchouli, settling into a dense, smooth base of warm sandalwood and dark velvet musk that wraps the room in quiet luxury.  Customer Perception: Customers perceive this diffuser as a highly premium, bold, and masculine or unisex home scent. It is highly praised for smelling like an expensive boutique hotel lounge or high-end niche perfume. Users love the striking aesthetic contrast of the glossy black bottle, noting that it acts as an elegant decorative statement piece for modern, minimal, or dark-themed interior aesthetics.  Suitable For: Living rooms, executive home offices, master bedrooms, study rooms, personal libraries, and modern corridors or entryways.  Mood: Mysterious, luxurious, deep, bold, grounding, calming.  Technical Specifications: - Brand: Lumos - Material: Liquid Fragrance & Concentrated Essential Oils (housed in a glossy, opaque black glass/ceramic bottle with a natural wooden stopper and a black decorative ribbon bow). - Color: Shiny Black. - Weight: Typically 100ml - 150ml.  Best For: Creating a highly sophisticated and mature room ambiance, continuous scent distribution in high-traffic living spaces, neutralizing heavy room odors efficiently, and accentuating minimal modern interior designs.  Keywords: black reed diffuser, oud wood room scent, dark rose diffuser, luxury home fragrance, woody oil diffuser, continuous room freshener, Lumos black diffuser, oriental home fragrance, premium room deodorizer, 100ml oil diffuser  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu gỗ mun, tinh dầu Lumos đen, nước hoa để phòng cao cấp, hương gỗ trầm hương, tinh dầu thơm phòng khách, tinh dầu không đốt, khuếch tán hương thơm sang trọng, decor phòng khách.
50	Lumos_Rose_Boutique.md		Product_Catalog	Product name: Lumos Rose Boutique  Category: Reed Diffuser  Main Scents: Sparkling Rosé Wine, Fresh Red Roses, Wild Strawberries, White Musk, Soft Amber.  Season: Spring / Summer  Fragrance Family: Floral / Fruity / Beverage Wine  Scent Profile: A bright, luxurious, and celebratory fragrance profile that blends romantic florals with effervescent fruitiness. It opens with the lively, bubbly top notes of sparkling rosé wine and sweet wild strawberries. The heart reveals a rich, sophisticated bouquet of fresh-cut red roses and delicate gardenia petals, beautifully anchored by a smooth, velvety base of clean white musk and soft warm amber.  Customer Perception: Customers perceive this reed diffuser as a highly elegant, cheerful, and upscale fragrance. It is frequently described as smelling like a luxurious garden party, an outdoor wedding, or a high-end champagne brunch. Users love that the romantic rose note is modernized and lightened by the sparkling wine and berry elements, ensuring it smells fresh, crisp, and never dusty or old-fashioned.  Suitable For: Living rooms, master bedrooms, elegant dressing rooms, dining tables, bridal showers, luxury restrooms, and boutique reception areas.  Mood: Romantic, celebratory, elegant, cheerful, luxurious, uplifting.  Technical Specifications: - Brand: Lumos Co. - Material: Liquid Fragrance & Concentrated Essential Oil Blend (housed in a heavy clear glass square bottle designed to accommodate fiber or rattan diffuser sticks). - Color: Deep amber / rose gold liquid. - Weight:100ml.  Best For: Setting a romantic or celebratory mood in living spaces, providing effortless and flame-free continuous room fragrance, gifting for anniversaries or housewarmings, and acting as an aesthetic vanity table accessory.  Keywords: rose reed diffuser, sparkled wine scent, luxury home fragrance, floral room diffuser, rosé bouquet, continuous room freshener, Lumos Co diffuser, romantic home scent, fruity floral fragrance, 100ml oil diffuser  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu hương hoa hồng, nước hoa để phòng, tinh dầu Lumos Co, hương rượu vang hồng, tinh dầu thơm phòng khách, tinh dầu không đốt, khuếch tán hương thơm, bó hoa hồng và quả mọng.
51	Lumos_Tropical_Orchard.md		Product_Catalog	Product name: Lumos Tropical Orchard  Category: Reed Diffuser  Main Scents: Ripe Mango, Passion Fruit, Fresh Guava, Sweet Citrus, Sheer Green Leaves.  Season: Summer / Spring  Fragrance Family: Fruity / Tropical / Vibrant Fresh  Scent Profile: A sun-drenched, juicy, and dynamic fragrance profile that captures the essence of a hidden exotic orchard. It opens with an immediate splash of vibrant passion fruit and zesty sweet citrus. The body deepens into a luscious heart of succulent ripe mangoes and sweet fresh guava, subtly balanced by a light base of dew-covered green leaves that keeps the overall sweetness grounded, clean, and crisp.  Customer Perception: Customers perceive this reed diffuser as an incredibly mouth-watering, energetic, and refreshing fruit scent. It is widely praised for smelling like a fresh, ice-cold tropical fruit punch or an outdoor orchard market in the summer. Users love that the inclusion of sheer green elements prevents the heavy fruit notes from turning overly syrupy or cloying, creating a highly uplifting and continuous background scent throw.  Suitable For: Bright kitchens, sunlit living rooms, guest restrooms, coastal summer homes, apartment foyers, and creative studio spaces needing a burst of dynamic energy.  Mood: Vibrant, energetic, cheerful, tropical, refreshing, bright.  Technical Specifications: - Brand: Lumos Co. - Material: Liquid Fragrance & Concentrated Essential Oil Blend (housed in a heavy clear glass square bottle designed to accommodate fiber or rattan diffuser sticks). - Color: Warm golden-yellow liquid. - Weight: 100ml.  Best For: Instantly brightening up stale indoor air, continuously infusing daytime living spaces with a summery fruit vibe without open flames, masking strong kitchen odors, and complementing minimal, light-filled interior styling.  Keywords: tropical reed diffuser, fruit orchard scent, luxury home fragrance, mango passionfruit diffuser, continuous room freshener, Lumos Co diffuser, vibrant home scent, exotic fruit air freshener, summer vibe room oil, 100ml oil diffuser  Vietnamese Keywords: tinh dầu tán hương, tinh dầu cắm que, tinh dầu hương trái cây nhiệt đới, nước hoa để phòng, tinh dầu Lumos Co, hương xoài và chanh dây, tinh dầu thơm phòng khách, tinh dầu không đốt, khuếch tán hương thơm, vườn trái cây nhiệt đới.
52	Milk_Vanilla.md		Product_Catalog	Product name: Milk Vanilla  Category: Scented Candle  Main Scents: Vibrant Citrus, Fresh Mango, Sparkling Prosecco, Bright Mandarin, Sugared Amber.  Season: Summer / Spring  Fragrance Family: Fruity / Citrus / Vibrant  Scent Profile: An explosive, high-energy fragrance profile designed to bring an instant daytime celebration indoors. It opens with a loud, refreshing burst of zesty mandarin and tart sparkling citrus notes. The heart reveals a juicy, tropical core of ripe mango slices and effervescent prosecco bubbles, settling smoothly into a warm, joyful base of light sugared amber that keeps the energy buzzing and vibrant throughout the burn.  Customer Perception: Customers perceive this candle as the ultimate mood booster and daytime pick-me-up. It is frequently described as smelling like a sunny pool party, a bottomless brunch, or a refreshing tropical cocktail. Users absolutely love the intense neon yellow jar, noting that its bold appearance perfectly matches its bright, loud, and refreshing fragrance profile that fills a room incredibly fast.  Suitable For: Living rooms during daytime social gatherings, creative home workspaces needing a burst of inspiration, lively kitchens, and upbeat weekend morning routines.  Mood: Energetic, joyful, bright, celebratory, uplifting, vibrant.  Technical Specifications: - Brand: Friday Collective - Material: Premium soy wax blend infused with essential oils (housed in a smooth, vibrant neon yellow opaque glass jar with clean white graphic text). - Color: Neon Yellow container. - Weight: 16 oz  Best For: Waking up the senses on a dull morning, setting a joyful and welcoming atmosphere for weekend guests, masking stubborn kitchen odors with crisp citrus, and adding a neon pop of color to modern home decor.  Keywords: day party candle, friday collective, yellow jar candle, tropical fruit scent, mango citrus candle, essential oil candle, bright room fragrance, summer vibe candle, energetic home scent, vibrant scented candle  Vietnamese Keywords: nến thơm trái cây, nến thơm cao cấp, hương xoài quýt, nến thơm Friday Collective, nến thơm khử mùi, hương thơm mùa hè, nến thơm tinh dầu, trang trí phòng khách, nến thơm màu vàng, hương tươi mát ngày hè.
53	Nen_and_Hoa.md		Product_Catalog	Product name: Nen and Hoa  Category: Scented Candle  Main Scents: Exotic Jasmine, Sweet Ylang-Ylang, Warm Sandalwood, Smooth Vanilla, Soft Amber.  Season: Autumn / Winter (Also highly suitable for cozy, rainy evenings year-round).  Fragrance Family: Floral / Woody / Creamy Oriental  Scent Profile: A deeply soothing, elegant, and sensual aromatic blend. It opens with the intoxicating, rich floral top notes of exotic night-blooming jasmine and sweet, banana-toned ylang-ylang blossoms. The fragrance gently deepens into a warm, creamy, and sophisticated heart of sacred Mysore sandalwood, resting on a base of smooth vanilla and amber to ground the floral intensity with a velvety woody warmth.  Customer Perception: Customers perceive this candle as a deeply relaxing, luxurious, and meditative fragrance. It is frequently described as a perfect wind-down scent for nighttime routines, mimicking the serene, comforting vibe of a high-end spa resort. Users highly appreciate the elegant minimalist aesthetic of the matte cream ceramic jar and the light wooden lid, making it a beautiful decoration piece even when unlit.  Suitable For: Bedrooms during evening wind-down, master bathrooms during a hot bath soak, yoga or meditation corners, and intimate living spaces during quiet rainy nights.  Mood: Relaxing, sensual, elegant, meditative, comforting, serene.  Technical Specifications: - Brand: PotterWick - Material: Premium soy-blend wax infused with fine fragrance oils, fitted with a wooden wick or specialized cotton wick (housed in a matte cream/light grey ceramic jar). - Color: Cream-colored jar with a natural light wood lid. - Weight: 16oz (Large jar).  Best For: Promoting deep sleep and relaxation before bed, masking indoor odor with a premium floral-woody throw, long-burning aromatherapy sessions, and gifting for housewarmings or self-care lovers.  Keywords: jasmine scented candle, ylang-ylang fragrance, sandalwood candle, luxury soy candle, wood lid candle, PotterWick candle, 16oz scented candle, relaxing home fragrance, therapeutic candle, cozy bedroom scent  Vietnamese Keywords: nến thơm hoa nhài, nến thơm tinh dầu, hương gỗ đàn hương, nến thơm cao cấp, nến thơm PotterWick, nến thơm thư giãn, nến thơm phòng ngủ, nến hũ gốm, quà tặng nến thơm, nến thơm xông phòng.
54	Sandalwood_And_Rose.md		Product_Catalog	Product name: Sandalwood And Rose  Category: Scented Candle  Main Scents: Rich Sandalwood, Crimson Rose Petals, Velvety Musk, Soft Incense, Warm Oud.  Season: Autumn / Winter (Also deeply favored for year-round meditative or sacred routines).  Fragrance Family: Woody / Floral / Traditional Spice  Scent Profile: A deeply soulful, sacred, and romantic aromatic expression. It opens with the lush, classical elegance of fully bloomed crimson rose petals intertwined with a delicate hint of sweet morning dew. The fragrance body quickly shifts into a profound, grounding core of rare sandalwood and soft, warm incense smoke, settling into a dense, velvety base of warm oud and musk that wraps the entire space in quiet reverence and romantic warmth.  Customer Perception: Customers perceive this candle as an incredibly comforting, soulful, and spiritually uplifting fragrance. It is highly praised for capturing a mature, sophisticated balance where the woody depth of sandalwood tempens the traditional sweetness of rose, preventing it from smelling dated. The iconic religious artwork of Our Lady of Guadalupe on the front label makes it a highly treasured collector's item and a meaningful, heartfelt gift.  Suitable For: Personal prayer spaces, home altars, cozy master bedrooms, private reading rooms, and tranquil living rooms during peaceful evening wind-downs.  Mood: Sacred, romantic, peaceful, grounding, nostalgic, meditative.  Technical Specifications: - Brand: Western Brook - Material: Finely curated wax blend infused with highly concentrated essential and fragrance oils (housed in a tall, slender clear glass cylinder jar). - Color: Vibrant crimson red wax with a clean white screw cap. - Weight: 12 oz  Best For: Creating a highly serene or romantic ambient layer, companion burning during reading or reflection hours, gifting for special spiritual milestones, and neutralizing room odors with an exotic woody-floral throw.  Keywords: sandalwood rose candle, western brook candle, crimson red candle, tall glass jar candle, religious art candle, spiritual home fragrance, 12oz scented candle, romantic soy candle, luxury rose incense, meditative room scent  Vietnamese Keywords: nến thơm hoa hồng, nến thơm đàn hương, nến thơm Western Brook, nến thơm hũ thủy tinh, nến thơm màu đỏ, nến thơm tâm linh, hương thơm thư giãn, quà tặng nến thơm, nến thơm xuất khẩu, decor phòng ngủ.
